"","rank","movie_name","open_day","week_people","sum_people","screen","play_freq","top_country","country","maker","supplier","age","genre","director","actor","re_open","month","day","season","top_genre","top_count"
"24","211","[인디포럼2016] 기획전01 김곡, 김선 특별전",NA,18,18,1,2,"한국","한국","","","no_age","기타","김곡,김선","","no_date",NA,NA,"no_date","0","1"
"25","202","[인디포럼2016] 기획전02 김지현 특별전 01",NA,20,20,1,1,"한국","한국","","","no_age","기타","김지현","","no_date",NA,NA,"no_date","0","1"
"26","288","[인디포럼2016] 기획전03 김지현특별전 02",NA,0,0,1,1,"한국","한국","","","no_age","기타","김지현","","no_date",NA,NA,"no_date","0","1"
"27","151","[인디포럼2016] 기획전04 디지털, 눈을 뜨다",NA,52,52,1,1,"한국","한국","","","no_age","기타","김곡,김선,김지현","","no_date",NA,NA,"no_date","0","1"
"28","128","[인디포럼2016] 신작01 아무 것도 아닌게 아니야",NA,65,65,1,2,"한국","한국","","","no_age","기타","우준희,허준석,김솔희,오정민","","no_date",NA,NA,"no_date","0","1"
"29","194","[인디포럼2016] 신작02 다짐의 소리",NA,26,26,1,2,"한국","한국","","","no_age","기타","남현명,고재홍,김소영","","no_date",NA,NA,"no_date","0","1"
"30","121","[인디포럼2016] 신작03 외침과 속삭임",NA,76,76,1,2,"한국","한국","","","no_age","기타","김형주,진다희,송현석,김숙현","","no_date",NA,NA,"no_date","0","1"
"31","111","[인디포럼2016] 신작04 시선이 닿는 곳",NA,82,82,1,2,"한국","한국","","","no_age","기타","김소연,임철민","","no_date",NA,NA,"no_date","0","1"
"32","155","[인디포럼2016] 신작05 자기만의 방",NA,20,52,2,2,"한국","한국","","","no_age","기타","정우성,이준섭,심수경","","no_date",NA,NA,"no_date","0","1"
"33","74","[인디포럼2016] 신작06 그 남자 그 여자의 사정",NA,251,251,1,2,"한국","한국","","","no_age","기타","조예슬,장윤미,김기문,김민숙","","no_date",NA,NA,"no_date","0","1"
"34","171","[인디포럼2016] 신작07 다른 나라에서",NA,39,39,1,2,"한국","한국","","","no_age","기타","박군제,섹알마문,김경만,이란희","","no_date",NA,NA,"no_date","0","1"
"35","145","[인디포럼2016] 신작08 꼼짝마, 죽지마 부활할거야",NA,27,76,2,2,"한국","한국","","","no_age","기타","이충현,김세인,한승원,정서원","","no_date",NA,NA,"no_date","0","1"
"36","117","[인디포럼2016] 신작09 겹겹의 의도",NA,78,78,1,2,"한국","한국,기타","","","no_age","기타","양준태,김명은,조현민,황민하","","no_date",NA,NA,"no_date","0","1"
"37","182","[인디포럼2016] 신작10 상처와 치유의 연대기",NA,32,32,1,2,"한국","한국","","","no_age","기타","홍유정,장은주,최시형","","no_date",NA,NA,"no_date","0","1"
"38","175","[인디포럼2016] 신작11 망각에 대처하는 우리들의 자세",NA,37,37,1,2,"한국","한국,기타","","","no_age","기타","백종관,양주연,채한영,김나영","","no_date",NA,NA,"no_date","0","1"
"39","119","[인디포럼2016] 신작12 아아, 우주의 비밀",NA,77,77,1,2,"한국","한국","","","no_age","기타","변성빈,이정우,김기현,김재영,서유림","","no_date",NA,NA,"no_date","0","1"
"40","174","[인디포럼2016] 신작13 말로는 힘들어",NA,38,38,1,2,"한국","한국","","","no_age","기타","김태진,이안카,오성호,한동혁","","no_date",NA,NA,"no_date","0","1"
"41","139","[인디포럼2016] 신작14 어느 날 내게 다가온 너",NA,58,58,1,2,"한국","한국","","","no_age","기타","정가영,엄홍식,이승엽,형슬우","","no_date",NA,NA,"no_date","0","1"
"42","153","[인디포럼2016] 신작15 지켜주지 못해 미안해",NA,51,51,1,2,"한국","한국","","","no_age","기타","박중하,김강민,김세현,김태용","","no_date",NA,NA,"no_date","0","1"
"43","189","[인디포럼2016] 신작16 방정소년단",NA,29,29,1,2,"한국","한국","","","no_age","기타","강동원,고형동,오재형,김광빈","","no_date",NA,NA,"no_date","0","1"
"44","153","[인디포럼2016] 신작17 어떤 사랑의 행로",NA,51,51,1,2,"한국","한국","","","no_age","기타","김태연,박은태,홍지수,전이령,이나연","","no_date",NA,NA,"no_date","0","1"
"45","177","[인디포럼2016] 작심사일특별전",NA,36,36,1,1,"한국","한국","","","no_age","기타","강여경,이지영,김민아,제갈승,오주홍,이호금","","no_date",NA,NA,"no_date","0","1"
"46","104","[인디포럼2016]개막식",NA,95,95,1,1,"기타","기타","","","no_age","기타","이나연,오정민","","no_date",NA,NA,"no_date","0","0"
"47","138","[인디포럼2017]개막식 나와 당신+종달리",NA,79,79,1,1,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"48","164","[인디포럼2017]기획전01 기억의 손길",NA,41,41,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"49","180","[인디포럼2017]스페셜01 사생활의 프로파간다",NA,28,28,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"50","109","[인디포럼2017]신작전01 따로 또 같이",NA,129,129,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"51","86","[인디포럼2017]신작전02 내 사랑은 어디에",NA,234,234,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"52","126","[인디포럼2017]신작전03 이젠 훨훨 날아볼까?",NA,97,97,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"53","135","[인디포럼2017]신작전04 용기를 가져!",NA,81,81,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"54","168","[인디포럼2017]신작전05 할렐루야 대한민국",NA,39,39,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"55","164","[인디포럼2017]신작전06 그들만의 시공간",NA,41,41,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"56","160","[인디포럼2017]신작전07 빈 자리",NA,46,46,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"57","135","[인디포럼2017]신작전08 같이 좀 살자",NA,81,81,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"58","164","[인디포럼2017]신작전09 그럼에도 우리에게 필요한 것",NA,41,41,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"59","103","[인디포럼2017]신작전10 좋지 아니한家?",NA,154,154,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"60","142","[인디포럼2017]신작전11 애정이 필요해!",NA,71,71,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"61","145","[인디포럼2017]신작전12 우린 어디로 가야하죠?",NA,68,68,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"62","173","[인디포럼2017]포커스01 자력갱생 김용삼",NA,32,32,1,2,"한국","한국","","","no_age","기타","김용삼","","no_date",NA,NA,"no_date","0","1"
"63","140","[인디포럼2017]포커스02 다시 또 하루",NA,72,72,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"64","173","[인디포럼2017]포커스03 닥치고 돌파",NA,32,32,1,2,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"65","126","[통합]회고전, 기획전 등",NA,41,104955,3,3,"","","","","no_age","no_genre","","","no_date",NA,NA,"no_date","0","0"
"66","125","0.36 프로젝트",NA,33,33,1,1,"한국","한국","","","no_age","다큐멘터리","","","no_date",NA,NA,"no_date","0","1"
"67","93","007 골드핑거",NA,117,673,3,16,"영국","영국,미국","","","no_age","액션","가이 해밀튼","숀 코네리,오너 블랙먼,거트 프로브","no_date",NA,NA,"no_date","1","0"
"68","167","007 북경특급 2",2014-05-01,15,344,3,5,"홍콩","홍콩","","(주)케이알씨지","15세 관람가","코미디","주성치,곡덕소","주성치","1",5,1,"spring","0","0"
"69","111","007 살인번호",NA,93,9446,8,55,"영국","영국","","","no_age","액션","테렌스 영","숀 코네리,우슬라 안드레스,버나드 리","no_date",NA,NA,"no_date","1","0"
"70","98","007 스펙터",2015-11-11,82,1820842,3002,51941,"영국","영국,미국","","유니버설픽쳐스인터내셔널 코리아(유)","15세 관람가","액션","샘 멘데스","다니엘 크레이그,레아 세이두,크리스토프 왈츠,모니카 벨루치","0",11,11,"fall","1","0"
"71","96","007 제2편 : 위기일발",1973-09-21,115,7258,2,18,"영국","영국","이온 프로덕션","","no_age","액션","테렌스 영","숀 코네리","1",9,21,"fall","1","0"
"72","187","10,000km(만 킬로미터)",2015-07-16,1,1387,28,152,"스페인","스페인","","주식회사 쇼미미디어앤트레이딩","청소년관람불가","멜로/로맨스","카를로스 마르쿠즈-마르셋","나탈리아 테나,데이비드 베르다거","0",7,16,"summer","0","0"
"73","223","100억의 식탁",NA,8,8,1,1,"덴마크","덴마크","","","no_age","no_genre","","","no_date",NA,NA,"no_date","0","0"
"74","193","10개월",NA,26,26,1,2,"덴마크","덴마크","","","no_age","다큐멘터리","페트라 코스타,레아 글롭","","no_date",NA,NA,"no_date","0","0"
"75","207","10분",2014-04-24,2,3428,4,7,"한국","한국","(주)타이거시네마","롯데쇼핑㈜롯데엔터테인먼트","12세 관람가","드라마","이용승,박기용","백종환,김종구,정희태,임연호,송현영,조용철,최석원,이성경,이욱현,이종호,김민영,김보묵,김주영","1",4,24,"spring","1","1"
"76","93","10월",NA,167,198,2,2,"러시아","러시아","","","no_age","드라마","세르게이 M. 에이젠슈테인","","no_date",NA,NA,"no_date","1","0"
"77","188","10월 단편 상상극장-제10회 대단한 단편영화제 수상작 모음",NA,37,82,4,4,"한국","한국","","","no_age","기타","최진,정다희,이충현,김지현,한동혁,우문기","","no_date",NA,NA,"no_date","0","1"
"78","143","10월 단편 상상극장-홍상수 단편선",NA,68,166,4,4,"한국","한국","","","no_age","드라마","홍상수","","no_date",NA,NA,"no_date","1","1"
"79","219","10월 수요단편극장 “ 백수장 & 김유신 특별전”",NA,4,4,1,1,"한국","한국","","","no_age","기타","김유신","","no_date",NA,NA,"no_date","0","1"
"80","278","10월 수요단편극장 개봉 기념 특별전",NA,2,2,1,1,"한국","한국","","","no_age","기타","백승화,이은정","","no_date",NA,NA,"no_date","0","1"
"81","166","10층의 모기",2011-03-10,17,32,2,3,"일본","일본","","","청소년관람불가","액션","최양일","","1",3,10,"spring","1","1"
"82","113","11월 단편 상상극장-연애단(短)",NA,78,291,6,6,"한국","한국","","","no_age","기타","이현주,현조,김태진","","no_date",NA,NA,"no_date","0","1"
"83","168","11월 단편 상상극장-제9회 대단한 단편영화제 수상작 모음",NA,14,31,4,4,"한국","한국","","","no_age","기타","박매화,권항,이란희,신규일,구교환,정가영","","no_date",NA,NA,"no_date","0","1"
"84","148","11월 수요단편극장 """"달콤 쌉싸름한 멜로 영화""""",NA,32,32,1,1,"한국","한국","","","no_age","기타","윤성호,박재민,이민아,송재생,윤홍기,임병하,정재웅,장영록,김현규","","no_date",NA,NA,"no_date","0","1"
"85","217","11월 수요단편극장 [반짝반짝 빛나는: 김예은 배우 특별전]",NA,30,30,1,1,"한국","한국","","","no_age","기타","남연우,황민하","김예은,남연우,허정도,최시형","no_date",NA,NA,"no_date","0","1"
"86","243","127시간",2011-02-17,1,180847,1,1,"미국","미국","","이십세기폭스코리아(주)","15세 관람가","드라마","대니 보일","제임스 프랭코,제임스 프랑코","1",2,17,"winter","1","1"
"87","100","12명의 성난 사람들",NA,133,2151,7,8,"미국","미국","","","no_age","범죄","시드니 루멧","헨리 폰다,리 J. 콥,에드 베글리,E.G. 마샬,잭 워든","no_date",NA,NA,"no_date","1","1"
"88","102","12월 단편 상상극장-응답하라 1988",NA,79,328,5,5,"한국","한국","","","no_age","기타","김태용,정지형,엄태화,강지숙,이우정","","no_date",NA,NA,"no_date","0","1"
"89","130","12월 수요단편극장 """" 배우 특별전""""",NA,58,58,1,1,"한국","한국","","","no_age","기타","이준필,이우정,정지형","","no_date",NA,NA,"no_date","0","1"
"90","208","12월 수요단편극장 “그들 각자의 ‘단편’ 영화관”",NA,8,8,1,1,"한국","한국","","","no_age","기타","엄태화,우문기,이요섭","","no_date",NA,NA,"no_date","0","1"
"91","82","12인의 하숙생",1979-01-16,250,1296,3,30,"한국","한국","(주)동아수출공사","","청소년관람불가","드라마","석래명","도금봉,오혜진,유장현,김순철,박원숙,고아라,이영하","1",1,16,"winter","1","1"
"92","184","12층",NA,17,17,1,2,"싱가포르","싱가포르","","","no_age","코미디","에릭 쿠","양지강,고분빈","no_date",NA,NA,"no_date","0","0"
"93","111","13 이어리",2015-01-21,54,54,1,1,"캐나다","캐나다","","(주)엘케이픽쳐스","청소년관람불가","공포(호러)","로웰 딘","캐서린 이사벨,마이클 쉥크스,브렌단 페르,브렌단 플레처,닉 모란","0",1,21,"winter","0","0"
"94","225","13번째 티라노사우루스",NA,0,0,1,1,"미국","미국","","","no_age","다큐멘터리","토드 더글라스 밀러","","no_date",NA,NA,"no_date","0","1"
"95","76","13시간",2016-03-03,210,145952,598,9615,"미국","미국","","롯데쇼핑㈜롯데엔터테인먼트","15세 관람가","액션","마이클 베이","존 크랜신스키,파블로 쉬레이버,토비 스티븐스","0",3,3,"spring","1","1"
"96","141","14회 서울 환경영화제 단편모음 1",NA,68,68,1,1,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"97","150","14회 서울 환경영화제 단편모음 2",NA,62,62,1,2,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"98","89","15소년 표류기: 해적섬을 탈출하라",2014-11-27,239,4580,1,2,"일본","일본","","에이원엔터테인먼트","전체관람가","애니메이션","나카무라 류타로","","1",11,27,"fall","0","1"
"99","145","1789, 바스티유의 연인들",2014-09-18,36,4778,25,47,"한국","한국","(주)패뷸러스","유니버설픽쳐스인터내셔널 코리아(유)","전체관람가","뮤지컬","정성복","루이 들로르,록산느 르 텍시에,로드 자누와,카미유 루","1",9,18,"fall","0","1"
"100","166","1812 나폴레옹 대전투",2017-04-06,25,50,10,50,"러시아","러시아","","(주)케이알씨지","12세 관람가","어드벤처","올레그 페센코","","0",4,6,"spring","0","0"
"101","276","1820: 잃어버린 제국의 비밀",2016-11-17,6,24,7,23,"러시아","러시아","","(주)소나무픽쳐스","15세 관람가","액션","유리 모로즈","막심 마트비예프","0",11,17,"fall","1","0"
"102","196","18번의 식사",NA,24,24,1,1,"스페인","스페인,아르헨티나","","","no_age","코미디","호르헤 코이라","루이스 토사","no_date",NA,NA,"no_date","0","0"
"103","102","19 섹스 맛있는 속 궁합",2016-09-02,177,177,20,20,"한국","한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민우","","0",9,2,"fall","0","1"
"104","212","1940: 최강의 독일 전차부대",2017-04-20,6,76,7,23,"덴마크","덴마크","","(주)소나무픽쳐스","15세 관람가","전쟁","로니 에즈라","","0",4,20,"spring","0","0"
"105","234","1941: 세바스토폴 상륙작전",2015-10-22,1,1,1,1,"러시아","러시아","","(주)소나무픽쳐스","15세 관람가","전쟁","세르게이 모크리츠키","율리아 페레실드,예브게니 츠가노프","0",10,22,"fall","0","0"
"106","224","1942: 최정예특수부대 스페츠나츠",2016-12-01,1,42,8,42,"러시아","러시아","","케이티하이텔(주)","15세 관람가","드라마","레나트 다블레티아로프","","0",12,1,"winter","1","0"
"107","59","1944",2015-12-23,360,880,7,18,"에스토니아","에스토니아,핀란드","","(주)소나무픽쳐스","15세 관람가","전쟁","엘모 누가넨","카스파 벨버그,마이켄 슈미트,마르코 레트","0",12,23,"winter","0","0"
"108","243","1944 워 히어로",2017-05-25,1,1,1,1,"미국","미국","","(주)라이크 콘텐츠","15세 관람가","드라마","자스민 디즈더","하비 케이틀","0",5,25,"spring","1","1"
"109","114","1945년의 시대정신",NA,102,448,3,3,"영국","영국","","","no_age","다큐멘터리","켄 로치","","no_date",NA,NA,"no_date","0","0"
"110","237","1991년 1학년",NA,5,5,1,1,"한국","한국","","","no_age","다큐멘터리","김환태","","no_date",NA,NA,"no_date","0","1"
"111","201","1999, 면회",2013-02-21,6,3390,1,1,"한국","한국","광화문시네마","㈜인디스토리","15세 관람가","드라마","김태곤","심희섭,김창환,안재홍,김꽃비,전고운,진태철,고봉곤,김범철,최형선,김태곤,황미영","1",2,21,"winter","1","1"
"112","38","19곰 테드 2",2015-06-25,725,170647,410,7147,"미국","미국","","유니버설픽쳐스인터내셔널 코리아(유)","청소년관람불가","코미디","세스 맥팔레인","마크 월버그,세스 맥팔레인,아만다 사이프리드,모건 프리먼,리암 니슨","0",6,25,"summer","0","1"
"113","102","19금 만남의 목적",2016-09-02,177,177,20,20,"한국","한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이세일","","0",9,2,"fall","0","1"
"114","244","19금 섹스비디오",2017-02-21,1,1,1,1,"한국","한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","박범수","","0",2,21,"winter","0","1"
"115","237","19금 섹스비디오 무삭제 감독판",2017-04-17,1,1,1,1,"한국","한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","박범수","","0",4,17,"spring","0","1"
"116","113","19금 섹스의 늪 무삭특별판",2016-11-15,149,149,20,24,"한국","한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이재남","","0",11,15,"fall","0","1"
"117","92","19금 정사: 말할 수 없는 비밀",2016-08-18,179,179,19,22,"한국","한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","드라마","박범수","","0",8,18,"summer","1","1"
"118","215","19금 특별한 정사 무삭제 특별판",2017-03-07,2,4,2,3,"한국","한국","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","닥터 필","","0",3,7,"spring","0","1"
"119","124","1월 단편 상상극장-해피 뉴 스타",NA,39,138,4,4,"한국","한국","","","no_age","기타","곽새미,박용재,구교환,장재현","","no_date",NA,NA,"no_date","0","1"
"120","144","1월 단편 상상극장 ? 맛있게 먹겠습니다",NA,18,53,4,4,"한국","한국","","","no_age","기타","조승연,장영선,방우리","","no_date",NA,NA,"no_date","0","1"
"121","145","1월 독립영화의 재발견 '벼랑 끝의 사람들'",NA,9,9,1,1,"한국","","","","no_age","no_genre","남근학,조재민,최정열","","no_date",NA,NA,"no_date","0","1"
"122","180","1월 인디포럼 월례비행 '단편 다큐 모음'",NA,2,2,1,1,"한국","한국","","","no_age","기타","김경만,이진우","","no_date",NA,NA,"no_date","0","1"
"123","105","2001 스페이스 오디세이",NA,83,2925,9,27,"","","","","no_age","no_genre","","","no_date",NA,NA,"no_date","0","0"
"124","155","2005 [통합]영화제/기획전/회고전 등",NA,23,75435,1,1,"","","","","no_age","no_genre","","","no_date",NA,NA,"no_date","0","0"
"125","292","2005 캐나다 NFB 신작초청전",NA,2,980,1,1,"미국","미국","","","no_age","no_genre","","","no_date",NA,NA,"no_date","0","1"
"126","162","2006 [통합]영화제/기획전/회고전 등",NA,43,106255,3,4,"","","","","no_age","no_genre","","","no_date",NA,NA,"no_date","0","0"
"127","142","2007 [통합]영화제/기획전/회고전 등",NA,44,60701,2,2,"기타","기타","","","no_age","드라마","","","no_date",NA,NA,"no_date","1","0"
"128","183","201410KU + 모던 네이처",NA,10,10,1,1,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"129","89","2015 EUSFF 섹션1",NA,123,255,2,6,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"130","137","2015 EUSFF 섹션2",NA,49,120,2,6,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"131","127","2015 EUSFF 섹션3",NA,55,125,2,6,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"132","118","2015 EUSFF 섹션4",NA,66,133,2,5,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"133","96","2015 EUSFF 섹션5",NA,104,215,2,6,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"134","135","2015 EUSFF 섹션6",NA,50,99,2,5,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"135","106","2015 EUSFF 섹션7",NA,82,144,2,6,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"136","97","2015 EUSFF 섹션8",NA,102,169,2,6,"기타","기타","","","no_age","기타","","","no_date",NA,NA,"no_date","0","0"
"137","162","2015 GSFF-개막식",NA,16,16,1,1,"한국","한국","","","no_age","기타","홍석재,윤가은","","no_date",NA,NA,"no_date","0","1"
"138","116","2015 GSFF-단편 경쟁 1",NA,56,56,1,4,"한국","한국","","","no_age","기타","김명은,권해빈,이유리,이나경,김민지,이란희,유은정","","no_date",NA,NA,"no_date","0","1"
"139","106","2015 GSFF 단편 경쟁 2",NA,73,73,1,4,"한국","한국","","","no_age","기타","이희재,유재선,구세미,정주연,여은아,윤서현","","no_date",NA,NA,"no_date","0","1"
"140","114","2015 GSFF 단편 경쟁 3",NA,58,58,1,4,"한국","한국","","","no_age","기타","박보람,한인미,정욱,김나경,박매화,노영미","","no_date",NA,NA,"no_date","0","1"
"141","88","2015 GSFF 단편 경쟁 4",NA,114,114,1,4,"한국","한국","","","no_age","기타","허세준,권항,신규일,오수형,구교환,정가영","","no_date",NA,NA,"no_date","0","1"
"142","127","2015 GSFF 단편 초청 1",NA,43,43,1,3,"한국","한국","","","no_age","기타","한인미,김태용,문소리,안승혁","","no_date",NA,NA,"no_date","0","1"
"143","137","2015 GSFF 단편 초청 2",NA,31,31,1,3,"한국","한국","","","no_age","기타","조현철,최기윤,안주영","","no_date",NA,NA,"no_date","0","1"
"144","96","2015 GSFF 배우 특별전: 김수안",NA,97,97,1,3,"한국","한국","","","no_age","기타","박흥식,윤가은,김태용,김태균","","no_date",NA,NA,"no_date","0","1"
"145","143","2015 GSFF 폐막식",NA,26,26,1,1,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"146","204","2015 다큐멘터리 제작 워크숍",NA,0,0,1,1,"한국","한국","","","no_age","다큐멘터리","","","no_date",NA,NA,"no_date","0","1"
"147","185","2015 여름영화캠프 작품 상영회",NA,0,0,1,1,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"148","152","2015 영화의전당 영화제작 워크숍 작품 상영회",NA,0,0,1,1,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"149","343","2015 영화의전당 영화제작워크숍 작품 상영회 2",NA,0,0,1,1,"한국","한국","","","no_age","기타","","","no_date",NA,NA,"no_date","0","1"
"150","169","2015 우수 단편영화 상영 01",NA,0,0,1,1,"한국","한국","","","no_age","기타","이한종,이경섭,엄대용","","no_date",NA,NA,"no_date","0","1"
"151","164","2015 우수 단편영화 상영 02",NA,0,0,1,1,"한국","한국","","","no_age","기타","정재웅,유민영,이정호","","no_date",NA,NA,"no_date","0","1"
"152","159","2015 우수 단편영화 상영 03",NA,0,0,1,1,"한국","한국","","","no_age","기타","권현주,김용완","","no_date",NA,NA,"no_date","0","1"
"153","138","2015 최강애니전- BEST 2 어떤 일상",NA,36,36,1,2,"기타","기타","","","no_age","애니메이션","마리케 블라우프,요리스 오프린스,욥 로게빈,미즈시리 요리코,알레얀드라 토마이,알베르토 코세이로,지에 센,카시아 날레바즈카,로라 반데빈첼","","no_date",NA,NA,"no_date","0","0"
"154","183","2015 최강애니전- BEST 5 먼 여행",NA,13,13,1,3,"기타","기타","","","no_age","애니메이션","마유가,다리오 페레즈,스테판 맥낼리,데반잔 난디,김승희,크리스 쳄베,사리나 니헤이","","no_date",NA,NA,"no_date","0","0"
